CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
CUST000016,0,29,Phone,2,10.0,UPI,Female,2.5279496478839416,3,Electronics,4,Divorced,1,0,-14.913408869319031,0,4.0,9,132.4835307777215
CUST000017,0,4,Phone,2,29.0,COD,Male,6.8203392662041615,1,Others,3,Single,1,0,-6.063460604485204,2,12.0,23,224.3162958088671
CUST000018,0,32,Phone,2,17.0,COD,Male,2.8501093818885734,1,Mobile,3,Single,2,0,4.347564320313218,1,3.0,7,268.84606429548575
CUST000019,0,64,Phone,2,12.0,COD,Female,6.416993538320054,2,Others,4,Divorced,3,0,23.416439427278434,7,13.0,24,331.81236038364983
CUST000020,0,17,Phone,1,25.0,UPI,Female,7.18904108608051,2,Grocery,4,Single,1,0,18.13607596932689,6,6.0,23,391.98592525279474
CUST000021,0,48,Phone,3,51.5,Debit Card,Male,3.7536306468239715,4,Others,4,Divorced,2,0,-11.20495553113802,1,11.0,12,197.40364143912802
CUST000022,0,10,Phone,2,29.0,COD,Male,4.3019032847137595,1,Fashion,2,Divorced,4,0,0.2809588616750247,5,4.0,25,323.023472048298
CUST000023,0,25,Tablet,3,83.0,COD,Male,3.3298854047239463,4,Others,5,Married,2,0,-3.2873760239783145,2,16.0,27,75.30547653425957
CUST000024,0,62,Computer,1,72.0,Wallet,Male,7.730588123675811,3,Electronics,3,Married,2,0,-5.052000185676103,7,7.0,9,466.3240502712393
CUST000025,0,58,Phone,1,51.5,COD,Male,1.1696714339417968,1,Grocery,5,Divorced,1,0,8.780103553599094,9,11.0,6,246.50720972273538
CUST000026,1,26,Phone,1,64.0,COD,Male,5.652644498774321,1,Fashion,5,Divorced,5,0,29.282201681415984,2,1.0,23,364.7607109882192
CUST000027,0,48,Phone,2,16.0,UPI,Female,4.3019032847137595,3,Others,4,Divorced,5,0,-4.7782947447934845,9,7.0,2,10.170540941088824
CUST000028,0,32,Phone,3,36.0,UPI,Male,3.4073660409173527,3,Grocery,2,Divorced,5,0,5.6675215792086995,8,12.0,9,102.5935714524035
CUST000029,0,0,Computer,1,96.0,COD,Male,5.2453390906145065,4,Grocery,1,Divorced,2,0,7.364219878881357,0,7.0,28,243.541272161789
CUST000030,0,20,Phone,3,17.0,Debit Card,Female,5.778928187257484,4,Fashion,2,Divorced,1,0,48.35195706047871,4,7.0,29,439.12623386617327
CUST000031,0,54,Computer,2,35.0,COD,Male,0.5327245223773182,3,Others,5,Single,3,0,46.82664498153483,2,10.0,17,263.6275749753386
CUST000032,0,5,Phone,3,82.0,Credit Card,Male,1.7521481656039903,4,Grocery,2,Divorced,2,0,36.00963079264531,5,16.0,1,246.50720972273538
CUST000033,0,68,Computer,1,24.0,COD,Male,5.84784537975739,3,Grocery,4,Single,2,0,-3.08387554265704,9,8.0,19,241.89844829139818
CUST000034,1,4,Tablet,3,22.0,Wallet,Male,5.4978906018365485,1,Mobile,1,Single,1,0,-15.237388013583121,1,9.0,28,245.22454836797496
CUST000035,1,2,Phone,3,97.0,COD,Male,7.745356288465079,1,Grocery,4,Divorced,4,0,2.183289640443732,8,9.0,6,59.873394250265946
CUST000036,1,52,Tablet,1,64.0,COD,Female,6.207783426880873,2,Mobile,1,Divorced,2,0,-1.3243815396318404,5,10.0,5,401.3281220761099
CUST000037,0,22,Phone,1,67.0,COD,Male,7.630795307985036,1,Others,5,Single,4,0,15.414806010247574,6,13.0,2,123.48270623353125
CUST000038,0,52,Phone,3,10.0,Wallet,Female,5.769053761511052,3,Others,1,Single,4,1,34.44095370474552,4,13.0,9,449.8062446861575
CUST000039,0,36,Phone,3,36.0,Wallet,Female,2.735391564795824,4,Others,1,Divorced,5,0,40.08260572152006,8,4.0,29,455.41211016519804
CUST000040,0,16,Computer,1,97.0,Wallet,Male,1.2902369168814236,2,Electronics,1,Divorced,1,1,39.1404859787356,0,12.0,26,471.65505593707485
CUST000041,0,72,Phone,2,47.0,COD,Female,6.363678975087017,4,Others,2,Single,4,0,5.177289285614744,4,17.0,14,260.115244551545
CUST000042,0,0,Phone,3,6.0,COD,Male,5.33111916106937,3,Grocery,2,Single,1,0,28.106404042247803,9,2.0,4,338.54689239182215
CUST000043,0,50,Phone,3,64.0,COD,Female,0.8613950929497217,1,Fashion,5,Single,5,0,1.8983938266954041,5,13.0,4,389.2579400308318
CUST000044,1,44,Phone,3,27.0,UPI,Female,3.2003784942573374,2,Mobile,1,Married,1,0,-15.73661197353721,6,18.0,21,65.5073093252328
CUST000045,0,3,Phone,3,87.0,UPI,Male,4.3019032847137595,3,Electronics,3,Single,2,0,29.10956859220596,3,15.0,15,300.4785974987486
CUST000046,0,61,Tablet,2,35.0,COD,Male,4.253008592826509,2,Others,5,Married,4,0,-19.31207132011485,0,8.0,8,17.148950651655838
CUST000047,0,64,Phone,1,51.5,Wallet,Male,3.7454685201477846,2,Others,1,Divorced,1,0,8.642781122094199,7,15.0,26,248.78304169436294
CUST000048,0,31,Phone,1,87.0,COD,Male,3.9327470386947048,1,Fashion,1,Divorced,3,0,3.056548851145301,9,1.0,4,246.50720972273538
CUST000049,0,33,Phone,2,51.5,COD,Male,2.0666204300387276,3,Fashion,2,Single,1,0,28.53642769631967,3,10.0,16,91.46146298104235
CUST000050,0,71,Tablet,2,14.0,COD,Female,3.2653037814859642,4,Electronics,5,Divorced,4,0,33.637183093226525,2,12.0,21,182.52378334630077
CUST000051,1,38,Phone,1,93.0,COD,Female,3.2735994199038245,2,Mobile,1,Divorced,5,0,1.2866245179898677,6,5.0,28,216.2185833582515
CUST000052,1,25,Tablet,3,6.0,Credit Card,Female,0.892662651406043,2,Others,1,Divorced,5,1,36.813891011139745,1,9.0,4,311.58621226609364
CUST000053,1,33,Phone,2,15.0,UPI,Female,6.256757213884387,4,Electronics,5,Divorced,4,0,0.5741732353453628,7,8.0,16,37.21420921925783
CUST000054,1,53,Computer,2,51.5,Wallet,Female,3.6237832392790925,3,Grocery,3,Married,2,0,11.242845199059285,5,16.0,22,251.8458806187223
CUST000055,0,2,Phone,2,35.0,Debit Card,Female,6.666349151123175,2,Grocery,5,Married,2,0,30.891296890989373,6,10.0,12,91.31256512655057
CUST000056,1,49,Computer,2,60.0,Wallet,Female,6.877610008399215,2,Electronics,5,Single,5,0,28.504416045735198,4,13.0,16,286.9875875158709
CUST000057,0,11,Phone,1,83.0,Debit Card,Male,2.0899554102399356,2,Others,3,Single,5,0,49.115793061854006,8,13.0,19,318.70230613059175
CUST000058,0,64,Tablet,1,77.0,Credit Card,Male,5.430151116275964,3,Electronics,5,Single,4,0,-4.23872830488477,4,5.0,8,278.3546282764269
CUST000059,0,53,Computer,1,91.0,COD,Female,4.042113531222363,3,Others,1,Divorced,2,0,26.362253947770768,4,10.0,6,369.1477552391538
CUST000060,0,4,Phone,1,87.0,Credit Card,Female,7.101175534411138,4,Fashion,5,Divorced,5,0,22.677733579304416,2,11.0,10,167.80462212045066
CUST000061,0,56,Phone,2,13.0,Credit Card,Male,2.118055093823406,3,Electronics,3,Married,2,0,44.05689181430209,0,5.0,5,382.5532958165654
CUST000062,0,16,Phone,2,51.5,COD,Male,5.5835990023253315,3,Others,4,Married,5,1,-9.054650084858746,1,13.0,29,216.38354085409682
CUST000063,1,46,Computer,1,77.0,UPI,Male,5.058140916895419,1,Electronics,5,Single,1,0,32.62587145108531,7,11.0,18,242.0922491612984
CUST000064,0,22,Tablet,3,32.0,Debit Card,Male,2.7147610817887458,4,Electronics,2,Married,3,0,19.778803138813785,0,19.0,10,324.0510636305357
CUST000065,0,13,Computer,1,66.0,COD,Female,1.5245067773837946,2,Others,1,Married,1,0,-0.7733891148466228,6,3.0,10,9.17919199961198
CUST000066,0,65,Tablet,3,11.0,Debit Card,Male,5.387298203579574,3,Others,1,Married,5,0,13.210443990302188,4,15.0,7,326.99711071012416
CUST000067,0,50,Tablet,3,84.0,Wallet,Female,6.03948093599248,2,Mobile,2,Married,3,0,3.364361794885845,2,7.0,18,309.29257453605766
CUST000068,1,37,Phone,1,20.0,Debit Card,Female,4.3019032847137595,2,Electronics,2,Married,3,0,20.551938195192264,6,7.0,1,154.92355837663996
CUST000069,0,63,Computer,2,51.5,Wallet,Female,5.336244530167353,1,Grocery,5,Single,5,0,42.23004275702661,8,6.0,7,42.89714244974474
CUST000070,1,37,Computer,1,8.0,UPI,Male,3.4634818070862745,3,Electronics,2,Single,5,0,19.851348908854142,1,3.0,21,45.46772495652057
CUST000071,1,49,Tablet,2,44.0,Wallet,Male,5.849051624619633,4,Electronics,4,Married,2,0,24.220569282860886,7,10.0,1,246.50720972273538
CUST000072,0,29,Computer,2,21.0,Debit Card,Female,1.9941145617053984,3,Others,3,Single,5,0,16.31234929802966,8,7.0,15,344.6396606129186
CUST000073,0,50,Phone,1,56.0,Debit Card,Female,7.176612519771307,2,Electronics,2,Divorced,4,0,-16.418414548816685,2,5.0,4,63.551306885370195
CUST000074,1,62,Phone,2,97.0,Wallet,Female,2.655571973491848,4,Electronics,2,Married,5,0,-3.699901018673401,1,18.0,28,178.36158465445317
CUST000075,1,51,Computer,1,56.0,Credit Card,Male,3.2583949081711467,3,Grocery,4,Divorced,4,0,14.440121060245794,6,8.0,29,296.2414969507982
CUST000076,1,37,Computer,1,40.0,UPI,Female,0.9356896406026234,2,Others,1,Single,5,0,1.7164698621293333,4,17.0,20,417.78585254532436
CUST000077,1,29,Tablet,2,51.5,COD,Male,1.336341592409573,2,Electronics,1,Single,2,0,-7.276548156716405,4,1.0,10,21.830464356504265
CUST000078,0,50,Phone,1,54.0,COD,Female,4.368964270342461,1,Fashion,5,Divorced,4,0,15.289298934290684,9,14.0,23,118.31656573500443
CUST000079,0,4,Phone,2,67.0,Debit Card,Female,2.506945075459786,1,Mobile,4,Single,1,0,2.5966855413495225,4,17.0,9,444.87449514769
CUST000080,0,28,Phone,2,67.0,COD,Female,6.7661016930664575,1,Grocery,3,Married,4,0,-1.9324649778609704,3,10.0,2,4.582775091908243
CUST000081,1,3,Tablet,3,66.0,COD,Male,0.6102004149121538,2,Electronics,3,Divorced,2,0,12.478979220826659,4,12.0,28,100.6995513969437
CUST000082,0,9,Phone,1,11.0,COD,Male,3.3432053650395215,3,Fashion,4,Married,4,0,-10.67010193424788,3,16.0,14,479.512087986483
CUST000083,0,55,Phone,2,31.0,COD,Female,4.3019032847137595,1,Electronics,3,Divorced,5,0,44.94220131527851,5,14.0,16,306.70092326108556
CUST000084,0,16,Tablet,2,96.0,Wallet,Male,0.6449572318820078,3,Electronics,1,Single,5,0,40.73914685434673,3,16.0,1,130.83568331875324
CUST000085,0,16,Computer,2,90.0,Credit Card,Female,1.4327629925038265,1,Others,3,Divorced,2,0,29.533441001837474,1,8.0,2,33.495547197923806
CUST000086,0,68,Tablet,3,18.0,Debit Card,Male,3.6023200618897646,4,Others,3,Divorced,3,0,-12.565032068808065,8,10.0,7,14.095670223611078
CUST000087,1,33,Computer,2,75.0,COD,Male,4.19648438335585,4,Others,4,Married,5,0,34.311407812878514,1,17.0,29,122.37253981846364
CUST000088,0,5,Computer,2,90.0,COD,Male,3.5321731044115183,1,Fashion,4,Single,1,0,36.55701296763133,8,18.0,10,440.7429097944552
CUST000089,1,52,Tablet,3,9.0,Debit Card,Female,4.4820325880907035,2,Electronics,3,Married,2,0,33.74352324000364,9,16.0,22,207.95682714875474
CUST000090,0,65,Computer,3,59.0,Credit Card,Male,4.963487561792611,1,Mobile,2,Single,4,0,-12.022387901653119,5,17.0,20,360.1666845829965
CUST000091,0,42,Phone,3,6.0,Wallet,Male,0.5744286584587672,1,Grocery,4,Married,4,0,25.073556994743527,8,16.0,1,459.1425176899789
CUST000092,1,22,Phone,2,66.0,Debit Card,Female,3.980713695901279,2,Others,5,Divorced,1,0,38.402735702457896,8,19.0,13,204.0202308014083
CUST000093,1,54,Computer,2,95.0,COD,Female,7.726244306656913,4,Others,5,Married,5,0,20.41473808537674,2,8.0,1,95.63868551869852
CUST000094,0,15,Phone,1,25.0,Credit Card,Female,4.392742100971615,3,Electronics,1,Single,2,1,25.24851626596623,0,6.0,5,258.5589654284597
CUST000095,1,7,Computer,1,83.0,COD,Female,5.581567005942149,1,Electronics,3,Single,1,0,12.08544355984143,0,6.0,16,454.04184352992723
CUST000096,0,3,Phone,2,25.0,Credit Card,Male,2.838978934376624,2,Fashion,2,Divorced,5,0,17.009512391883682,2,9.0,15,402.1872070688503
CUST000097,0,3,Phone,1,14.0,Credit Card,Male,6.304935336145719,1,Fashion,1,Single,2,0,-17.593619915379236,4,4.0,17,32.91492168157689
CUST000098,0,55,Phone,2,91.0,UPI,Male,6.296911114070864,2,Others,3,Married,4,0,24.72741153812992,2,10.0,28,346.28640003879093
CUST000099,0,24,Phone,1,62.0,Credit Card,Male,4.409720357406043,3,Electronics,4,Divorced,2,0,-14.298695097618857,8,12.0,23,285.9487612294769
CUST000100,0,66,Phone,1,43.0,Credit Card,Male,7.820103674594102,3,Mobile,5,Single,3,0,10.451021603815636,8,17.0,16,453.73158817321274
CUST000101,0,66,Phone,3,9.0,Debit Card,Female,1.4416266107199003,4,Grocery,2,Single,2,0,0.48585683671854696,2,15.0,13,61.24070842514862
CUST000102,0,26,Phone,3,69.0,COD,Male,0.6271074866718575,2,Electronics,5,Married,3,0,18.179956514819914,2,9.0,11,267.01805660232833
CUST000103,0,31,Tablet,1,17.0,Debit Card,Male,6.27618658817822,2,Electronics,4,Married,2,0,-10.660856513375505,4,7.0,17,439.73134675594616
CUST000104,0,49,Phone,2,89.0,Debit Card,Male,6.553666530236619,4,Fashion,3,Divorced,3,0,28.415038138132275,1,10.0,17,205.0118933708715
CUST000105,1,60,Phone,3,94.0,COD,Female,4.3019032847137595,4,Grocery,4,Single,4,0,35.650807584992926,5,16.0,2,240.99745886643353
CUST000106,0,50,Phone,1,89.0,Debit Card,Female,2.4918712471895454,2,Others,4,Married,5,0,-8.565188517979045,6,12.0,13,35.230338833479145
CUST000107,0,18,Phone,3,57.0,UPI,Male,0.6316427252497168,4,Electronics,5,Divorced,3,0,-12.698083885368249,8,7.0,14,139.07182022445542
CUST000108,1,20,Computer,2,86.0,UPI,Female,2.6998145808542353,3,Others,2,Single,3,0,-9.81391620488486,5,18.0,11,162.25332458447366
CUST000109,0,4,Tablet,1,49.0,COD,Female,6.298564054390036,1,Electronics,4,Single,4,1,41.39892933289512,2,15.0,28,472.56122437244346
CUST000110,0,41,Phone,3,36.0,Wallet,Female,4.3847039578443425,3,Others,5,Divorced,3,0,16.973248322944933,4,6.0,10,141.33368027057952
CUST000111,0,60,Phone,1,40.0,COD,Female,3.1107169487621604,4,Grocery,2,Divorced,1,0,12.70826972052518,3,12.0,3,230.434367634826
CUST000112,0,21,Computer,2,85.0,COD,Female,3.288044711797477,2,Fashion,3,Married,4,0,-12.5301726628352,4,10.0,29,335.6522117821399
CUST000113,1,20,Computer,3,64.0,Debit Card,Female,0.5101521928660111,2,Grocery,3,Single,1,0,25.468920472987328,7,3.0,27,81.09168620393869
CUST000114,1,69,Computer,1,15.0,Debit Card,Female,2.748503956739269,3,Mobile,1,Single,4,0,40.75997143265629,7,2.0,17,243.22119357093723
CUST000115,0,0,Phone,2,51.5,Wallet,Male,4.3019032847137595,2,Fashion,5,Single,3,0,37.97301085264171,5,6.0,15,369.2695197379538
CUST000116,1,4,Phone,3,25.0,Debit Card,Male,7.8064583286226785,4,Grocery,2,Divorced,1,0,23.823829628656092,0,5.0,9,433.427606513533
CUST000117,1,11,Tablet,1,56.0,COD,Female,6.8529562023792465,3,Mobile,4,Married,3,0,-14.730489834382846,7,18.0,10,313.12963733121336
CUST000118,0,45,Tablet,3,51.5,Credit Card,Male,0.6769622348414684,2,Electronics,3,Single,4,0,-12.132208097679094,7,16.0,8,334.52675765847397
CUST000119,1,33,Computer,2,51.5,UPI,Male,7.239204535061295,1,Electronics,2,Divorced,3,0,-16.54837090231227,1,8.0,21,63.14173629228448
CUST000120,0,48,Phone,2,72.0,Credit Card,Female,6.3739880997396945,1,Others,5,Single,1,0,-1.976454845527151,3,11.0,13,472.8882486231736
CUST000121,1,44,Phone,2,38.0,Credit Card,Male,6.352820926782353,4,Fashion,1,Married,1,0,-10.503697298773558,1,10.0,27,66.28703874224118
CUST000122,1,26,Phone,1,56.0,COD,Female,3.934968192526786,2,Electronics,3,Single,3,0,-1.7966371823296292,3,12.0,18,387.33646859089913
CUST000123,0,72,Tablet,3,86.0,Credit Card,Female,3.485039697158771,4,Fashion,2,Married,2,0,6.954063900327316,9,6.0,5,132.4081608891594
CUST000124,0,25,Computer,3,97.0,Wallet,Female,2.7718679662489447,3,Electronics,2,Married,4,0,46.008794884979494,6,5.0,6,466.7965718506258
CUST000125,0,46,Phone,2,56.0,COD,Male,4.3019032847137595,1,Others,2,Single,4,0,22.726324184718443,8,9.0,17,359.9797696847398
CUST000126,0,55,Tablet,3,33.0,Debit Card,Male,2.2117652262027434,3,Grocery,5,Single,3,0,38.44816499780736,7,16.0,11,376.90685648918446
CUST000127,1,62,Computer,2,42.0,COD,Male,2.349527262335185,2,Others,5,Married,2,0,29.724605049863257,8,14.0,20,109.52958652994165
CUST000128,1,47,Computer,2,46.0,UPI,Male,4.130578022826512,4,Mobile,5,Divorced,1,0,-12.124780863135777,7,8.0,16,221.5199883175804
CUST000129,0,60,Phone,2,25.0,Debit Card,Female,6.105833049475205,4,Electronics,4,Married,5,0,31.514428446176417,1,19.0,9,308.9065972946432
CUST000130,0,25,Phone,2,51.5,Credit Card,Female,4.0535737129845995,4,Mobile,2,Single,5,0,-0.7430782908612912,6,14.0,2,384.98680910330046
CUST000131,0,35,Phone,2,17.0,UPI,Male,0.9338333708537045,3,Mobile,3,Single,3,0,24.73754928962944,1,7.0,5,51.97968795619479
CUST000132,0,0,Phone,3,51.5,Debit Card,Female,7.683423507411529,1,Fashion,5,Divorced,2,0,3.8673381550091968,1,5.0,1,481.1826582272642
CUST000133,0,7,Phone,2,21.0,Wallet,Female,7.5704323932058415,3,Electronics,5,Married,2,0,49.83705842852615,3,18.0,4,445.110335277278
CUST000134,0,51,Computer,1,13.0,Wallet,Male,6.388921573613063,3,Mobile,2,Married,4,0,-1.551396435225552,0,2.0,4,135.17429524779217
CUST000135,1,46,Phone,1,45.0,Wallet,Female,7.934959261731654,2,Grocery,5,Married,1,0,-0.46086704580112325,4,11.0,22,411.380121516166
CUST000136,0,55,Computer,2,5.0,Wallet,Male,4.583617496001972,2,Mobile,4,Single,2,0,45.147057889367886,5,8.0,26,259.1619615199117
CUST000137,0,13,Tablet,2,6.0,Credit Card,Female,7.720762626899045,2,Grocery,4,Married,5,0,-18.274891675457415,8,1.0,25,230.90324078100932
CUST000138,1,27,Phone,2,64.0,COD,Male,1.0670378046256308,1,Fashion,5,Divorced,1,0,28.768229151123784,9,12.0,3,157.2170529057027
CUST000139,0,1,Tablet,2,52.0,Debit Card,Female,3.242605611960285,1,Mobile,2,Single,1,0,30.772847351511466,7,2.0,9,290.4842933157962
CUST000140,1,25,Tablet,2,51.5,Credit Card,Female,2.190359510050744,2,Others,2,Single,3,0,38.54650041872795,1,18.0,22,364.9445588517989
CUST000141,1,13,Computer,2,14.0,Wallet,Male,1.9687481310070252,2,Fashion,2,Married,2,0,48.21075174469327,0,7.0,23,205.46645248137912
CUST000142,0,58,Tablet,1,62.0,COD,Male,1.5560221166950705,1,Grocery,1,Divorced,3,0,48.292134340965674,1,10.0,12,314.60959650414605
CUST000143,0,55,Computer,2,64.0,UPI,Male,5.168102311744975,4,Fashion,5,Single,2,0,-15.430626970347527,6,14.0,10,349.6564605776519
CUST000144,0,6,Phone,2,25.0,UPI,Male,6.359913918104788,1,Mobile,2,Single,4,0,37.52875259270318,3,7.0,2,355.5609085076429
CUST000145,0,2,Phone,3,32.0,UPI,Female,4.837237995652705,1,Electronics,4,Married,3,0,25.24169535601669,9,3.0,11,25.983049065590123
CUST000146,0,22,Computer,2,79.0,Wallet,Female,4.3019032847137595,1,Electronics,3,Married,3,1,25.313949406116386,4,6.0,10,429.8739028425335
CUST000147,0,17,Phone,1,38.0,UPI,Male,6.583428274501032,2,Grocery,3,Divorced,5,0,-11.015505136971363,6,2.0,22,229.12665738252397
CUST000148,0,37,Phone,1,12.0,COD,Female,5.269660303727964,4,Grocery,2,Married,3,0,25.513101651195733,2,17.0,6,131.20804084810723
CUST000149,0,14,Tablet,1,63.0,Debit Card,Male,3.4112427959524663,1,Electronics,3,Divorced,2,0,48.773780642087345,9,12.0,18,120.88225373984079
CUST000150,0,63,Phone,2,90.0,Debit Card,Male,5.555977216520472,2,Grocery,3,Single,5,0,43.82729986776128,1,12.0,2,241.50705642197522
CUST000151,1,27,Tablet,1,76.0,Wallet,Female,2.449287344321246,3,Fashion,1,Divorced,3,0,10.739146256339538,6,17.0,2,443.4157697344796
CUST000152,0,38,Phone,2,53.0,COD,Female,3.088941563706579,3,Others,4,Divorced,3,0,-17.203641869973396,4,10.0,10,246.50720972273538
CUST000153,0,56,Phone,2,83.0,Credit Card,Male,7.381143823489927,1,Others,4,Divorced,4,0,5.36054430001434,0,3.0,16,246.50720972273538
CUST000154,0,16,Phone,1,21.0,Credit Card,Male,2.678783792535653,3,Fashion,1,Single,3,0,37.847321812038864,0,10.0,12,48.4093654936093
CUST000155,1,43,Tablet,2,64.0,UPI,Male,4.024912011184524,4,Others,1,Married,1,0,29.10493710256162,8,13.0,1,238.02835107553088
CUST000156,0,24,Computer,1,91.0,COD,Female,7.17605853047011,3,Mobile,3,Single,5,0,12.154055891576945,4,12.0,21,495.8430701963678
CUST000157,0,16,Computer,2,92.0,Credit Card,Female,5.807910127006456,3,Fashion,5,Married,1,0,-16.142892538881824,0,17.0,8,385.21890139616846
CUST000158,1,12,Phone,1,51.5,COD,Female,4.3019032847137595,4,Grocery,3,Divorced,5,0,9.882630947631185,6,4.0,16,105.26424422030651
CUST000159,0,24,Phone,3,51.5,Debit Card,Female,1.6047728320922776,1,Fashion,1,Divorced,4,0,12.831745780251843,8,10.0,18,246.50720972273538
CUST000160,1,67,Phone,1,73.0,COD,Male,4.3019032847137595,1,Electronics,4,Divorced,3,0,44.99888730258952,0,10.0,13,116.81238182428328
CUST000161,0,9,Phone,3,36.0,Debit Card,Male,5.231913426718726,4,Grocery,3,Divorced,3,0,24.876027250751164,9,6.0,15,204.78046363125463
CUST000162,0,66,Computer,2,48.0,COD,Male,4.3019032847137595,4,Electronics,5,Divorced,3,0,1.815704165825423,3,6.0,21,390.04201186748236
CUST000163,0,17,Tablet,3,69.0,COD,Male,1.5070613817670666,4,Grocery,3,Married,5,0,16.772278511550496,2,9.0,12,385.6124076452018
CUST000164,0,33,Phone,2,91.0,Wallet,Male,7.684505907925779,3,Others,2,Married,3,0,-15.376128452448796,4,15.0,8,114.05018895119257
CUST000165,0,7,Tablet,2,12.0,Wallet,Male,4.47244792959215,4,Fashion,3,Divorced,1,0,48.07977649548158,6,2.0,10,461.1116590774301
CUST000166,1,39,Computer,3,81.0,UPI,Female,2.3141997058466686,2,Mobile,1,Single,3,0,5.20419313515082,7,4.0,14,296.2840913824134
CUST000167,0,41,Phone,2,76.0,Credit Card,Female,4.254526783660307,3,Grocery,4,Single,4,0,13.450714843919506,1,5.0,5,246.50720972273538
CUST000168,0,40,Computer,2,91.0,UPI,Male,5.597152495513308,1,Grocery,4,Divorced,1,0,4.869878196584583,6,17.0,18,250.9677903904303
CUST000169,0,5,Phone,2,47.0,Debit Card,Male,1.0717941348017335,1,Electronics,1,Married,3,0,27.77582110813401,0,8.0,19,302.53562671887187
CUST000170,0,51,Phone,2,51.5,UPI,Female,2.56027861285919,1,Others,2,Single,3,0,26.356251083071513,6,8.0,15,279.9452659228927
CUST000171,0,25,Phone,1,55.0,COD,Female,6.552241181629952,3,Electronics,1,Single,2,0,30.072561737039493,7,12.0,6,246.50720972273538
CUST000172,0,63,Phone,2,28.0,Debit Card,Female,3.9474865280199594,2,Electronics,3,Single,5,0,-1.2299739271655419,1,8.0,27,252.46640204470006
CUST000173,0,58,Computer,2,28.0,Wallet,Female,4.599328565242212,4,Others,1,Divorced,1,0,2.0967936814846198,8,10.0,11,88.20595521394308
CUST000174,0,55,Phone,2,21.0,COD,Male,3.7461200165710196,4,Mobile,1,Single,2,0,-11.232413823265443,0,3.0,21,406.36645215233966
CUST000175,0,58,Computer,3,9.0,Wallet,Male,0.8292495698225384,1,Electronics,2,Single,4,0,25.885698029227882,5,18.0,11,270.8801599705077
CUST000176,0,69,Phone,2,24.0,Credit Card,Male,1.7431233486511695,1,Electronics,3,Single,5,0,-17.21420108650432,0,19.0,20,65.53993085235155
CUST000177,0,32,Computer,3,25.0,Debit Card,Male,3.8415622905641817,3,Grocery,5,Single,1,0,21.83776348664213,2,19.0,20,383.078550791389
CUST000178,0,52,Phone,1,62.0,Debit Card,Male,2.0688909905594586,2,Others,5,Married,3,0,40.87871193961437,5,15.0,21,466.2219891886754
